Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Cambodia,KHM,..,..,..,0.8453,0.8544,0.856,0.8733,0.923,1.2942,0.9622,0.5889,0.7195,0.7007,0.6855,1.0076,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,United States,USA,9.9177,..,..,..,..,12.5927,..,..,..,..,..,..,14.5812,15.685,..,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Mexico,MEX,2.2053,2.2215,2.2832,2.3066,2.3624,2.4118,2.5093,2.5488,2.8044,2.6798,2.4177,2.5103,2.5078,3.149,2.3646,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,1.299,..,2.0532,..,3.807,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Thailand,THA,..,1.5448,1.5283,1.5842,1.642,2.0643,..,..,..,..,2.3683,2.7724,2.9573,2.7593,3.1522,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,South Africa,ZAF,..,..,..,..,..,..,..,..,1.1881,1.2264,1.2693,1.3315,1.3078,..,..,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Angola,AGO,..,..,..,..,1.3144,..,..,..,0.0012,..,..,..,..,0.4075,..,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Zimbabwe,ZWE,..,..,..,..,0.9491,0.8289,1.3201,1.1846,1.4024,1.5372,1.3825,1.4,2.5972,1.9346,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Canada,CAN,58.6,59.2,59.7,60.2,60.7,61.2,61.7,62.2,62.7,63.2,63.7,64.1,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Cambodia,KHM,15.7,16.2,16.7,17.2,17.7,18.3,18.8,19.4,19.9,20.5,21.1,21.7,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,United States,USA,61.9,62.5,63.1,63.7,64.2,64.8,65.3,65.8,66.4,66.9,67.4,67.9,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Mexico,MEX,58.9,59.5,60.1,60.6,61.2,61.7,62.3,62.8,63.3,63.9,64.4,64.9,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Indonesia,IDN,19.8,20.5,21.2,21.9,22.7,23.4,24.2,24.9,25.7,26.5,27.4,28.2,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Thailand,THA,22.3,23.1,24,24.9,25.8,26.7,27.6,28.6,29.6,30.6,31.6,32.6,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,South Africa,ZAF,46.5,47.2,47.9,48.6,49.2,49.9,50.6,51.2,51.9,52.5,53.2,53.8,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Angola,AGO,20.5,21.1,21.7,22.3,22.9,23.6,24.2,24.8,25.5,26.2,26.8,27.5,..,..,..,..
Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,Zimbabwe,ZWE,33.3,33.8,34.3,34.8,35.3,35.7,36.2,36.6,37,37.3,37.7,38.2,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Canada,CAN,..,..,..,..,..,..,8.4,..,..,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Cambodia,KHM,..,..,..,..,..,..,2.9,..,..,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,United States,USA,..,..,..,..,..,..,9.4,..,..,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Mexico,MEX,..,..,..,..,..,..,15.6,..,..,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Indonesia,IDN,..,..,..,..,..,..,5.1,..,..,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Thailand,THA,..,..,..,..,..,..,7.5,..,..,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,South Africa,ZAF,..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Angola,AGO,..,..,..,..,..,..,2.9,..,..,..,..,..,..,..,..,..
Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,9.8,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Cambodia,KHM,1,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.6,0.5
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,United States,USA,..,..,..,..,..,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,..
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Mexico,MEX,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Indonesia,IDN,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Thailand,THA,1.8,1.7,1.7,1.7,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.1,1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,South Africa,ZAF,15.9,16.2,16.5,16.9,17.3,17.7,18.1,18.4,18.7,19,19.2,19.3,19.4,19.4,19.3,19.1
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Angola,AGO,1.6,1.7,1.7,1.8,1.9,1.9,1.9,1.9,2,2,1.9,1.9,1.9,1.9,1.8,1.8
"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,Zimbabwe,ZWE,18,17.1,16.5,15.9,15.5,15.2,15,14.8,14.5,14.3,14,13.6,13.2,12.8,12.4,11.9
Adults (ages 15+) living with HIV,SH.DYN.AIDS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15+) living with HIV,SH.DYN.AIDS,Cambodia,KHM,76000,76000,75000,75000,75000,76000,76000,75000,75000,75000,74000,74000,73000,73000,72000,72000
Adults (ages 15+) living with HIV,SH.DYN.AIDS,United States,USA,..,..,..,..,..,960000,980000,1000000,1000000,1100000,1100000,1100000,1100000,1200000,1200000,..
Adults (ages 15+) living with HIV,SH.DYN.AIDS,Mexico,MEX,190000,190000,200000,210000,220000,230000,240000,250000,260000,270000,280000,290000,300000,320000,330000,340000
Adults (ages 15+) living with HIV,SH.DYN.AIDS,Indonesia,IDN,200000,240000,280000,320000,350000,390000,420000,440000,470000,480000,500000,510000,510000,520000,520000,520000
Adults (ages 15+) living with HIV,SH.DYN.AIDS,Thailand,THA,670000,660000,650000,630000,620000,610000,600000,580000,570000,560000,540000,530000,520000,510000,510000,500000
Adults (ages 15+) living with HIV,SH.DYN.AIDS,South Africa,ZAF,4400000,4600000,4800000,5000000,5200000,5500000,5700000,5900000,6200000,6400000,6600000,6800000,7000000,7200000,7300000,7500000
Adults (ages 15+) living with HIV,SH.DYN.AIDS,Angola,AGO,150000,160000,180000,190000,200000,220000,230000,240000,250000,260000,270000,280000,280000,290000,300000,300000
Adults (ages 15+) living with HIV,SH.DYN.AIDS,Zimbabwe,ZWE,1200000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1100000,1200000,1200000,1200000,1200000,1200000,1200000
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Cambodia,KHM,3200,2800,2400,2000,1800,1600,1400,1300,1300,1200,1200,1200,1100,1000,1000,1000
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,United States,USA,..,..,..,..,..,34000,33000,33000,31000,32000,32000,32000,31000,30000,29000,..
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Mexico,MEX,14000,14000,13000,13000,14000,14000,16000,17000,18000,17000,17000,18000,18000,18000,18000,18000
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Indonesia,IDN,43000,46000,46000,45000,45000,45000,44000,43000,40000,37000,34000,31000,30000,28000,26000,24000
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Thailand,THA,21000,19000,18000,16000,15000,14000,13000,13000,12000,11000,10000,9300,8600,7800,7100,6500
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,South Africa,ZAF,410000,390000,380000,370000,370000,360000,350000,330000,310000,290000,270000,260000,250000,230000,210000,200000
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Angola,AGO,20000,20000,20000,21000,21000,20000,20000,20000,19000,18000,18000,17000,17000,16000,16000,16000
Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,Zimbabwe,ZWE,62000,59000,57000,56000,54000,53000,48000,44000,42000,39000,36000,33000,29000,24000,24000,19000
Children (0-14) living with HIV,SH.HIV.0014,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Children (0-14) living with HIV,SH.HIV.0014,Cambodia,KHM,5900,6000,6100,6100,6100,6000,5800,5600,5300,4900,4500,4200,3800,3500,3100,2800
Children (0-14) living with HIV,SH.HIV.0014,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Children (0-14) living with HIV,SH.HIV.0014,Mexico,MEX,1900,2200,2400,2400,2500,2500,2500,2500,2500,2400,2400,2300,2300,2300,2300,2300
Children (0-14) living with HIV,SH.HIV.0014,Indonesia,IDN,2700,3600,4500,5600,6700,8000,9300,11000,12000,13000,14000,15000,16000,17000,17000,18000
Children (0-14) living with HIV,SH.HIV.0014,Thailand,THA,18000,17000,16000,15000,14000,12000,11000,10000,8800,7600,6400,5200,4300,3500,2800,2400
Children (0-14) living with HIV,SH.HIV.0014,South Africa,ZAF,250000,270000,290000,320000,340000,360000,370000,370000,380000,380000,380000,370000,360000,350000,330000,310000
Children (0-14) living with HIV,SH.HIV.0014,Angola,AGO,20000,22000,25000,27000,29000,31000,33000,35000,37000,37000,39000,40000,41000,41000,40000,39000
Children (0-14) living with HIV,SH.HIV.0014,Zimbabwe,ZWE,160000,160000,160000,150000,150000,140000,140000,130000,120000,110000,110000,100000,96000,90000,84000,79000
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Cambodia,KHM,830,750,630,560,500,500,500,500,500,500,200,200,200,200,200,100
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Mexico,MEX,500,700,620,550,500,500,500,500,500,500,500,500,500,500,500,500
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Indonesia,IDN,1500,1900,2200,2500,2800,3100,3400,3500,3600,3700,3700,3600,3500,3400,3300,3200
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Thailand,THA,1700,1500,1300,1100,840,670,500,500,500,500,200,100,100,100,100,100
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,South Africa,ZAF,72000,73000,72000,68000,58000,45000,34000,31000,26000,23000,17000,14000,15000,12000,11000,12000
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Angola,AGO,6700,6700,7200,7400,7700,7800,8400,8400,8200,7600,7700,8000,8100,7400,6200,5200
Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,Zimbabwe,ZWE,25000,24000,23000,22000,20000,17000,14000,9500,9000,8000,7700,6600,5800,5100,4700,5100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Canada,CAN,99.23464422,99.23461957,99.23549716,99.23607708,99.23635504,99.23634886,99.23589396,99.23432608,99.23268617,99.23098502,99.22922139,99.22739547,99.22553764,99.22363119,99.22164984,99.22181066
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Cambodia,KHM,60.294322,61.22719385,62.12338724,62.9930786,63.87999387,64.73036087,65.54445489,66.32257759,67.06475682,67.77182986,68.44384896,69.08113407,69.68376913,70.25363342,70.79082652,71.21988497
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,United States,USA,98.8536874,98.86083682,98.86794461,98.87501291,98.88203953,98.97895208,99.07488707,99.16968809,99.26337949,99.35588121,99.44715776,99.53713865,99.62581578,99.71312112,99.79904438,99.88352668
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mexico,MEX,93.09668937,93.71099729,94.32032157,94.90809059,95.36710258,95.82133427,96.27120298,96.71644433,97.15725463,97.5936259,98.02544354,98.45286453,98.87578129,99.26913243,99.47726394,99.67956828
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Indonesia,IDN,80.02217385,80.92466101,81.81767312,82.70159068,83.57565413,84.43671954,85.27144926,86.09794725,86.91591354,87.72586319,88.52735296,89.32043532,90.10462418,90.88029952,91.64729028,92.41534961
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Thailand,THA,95.89888739,96.27914601,96.6510406,97.01439615,97.36888549,97.7144676,98.04012068,98.35799726,98.67060441,98.97793277,99.25917058,99.44567029,99.76972457,99.84851617,99.96483315,100
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,South Africa,ZAF,87.16428233,87.67812704,88.18248627,88.67766946,89.16270481,89.63843841,90.10468946,90.56175402,91.00903337,91.44727967,91.87634387,92.29629284,92.70702351,93.10863459,93.5012265,93.88505744
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Angola,AGO,46.33601912,47.15022864,47.96147053,48.77040378,49.57516542,50.37684093,51.17483374,51.9685411,52.75734684,53.5415069,54.31692835,55.08427644,55.84290632,56.59174872,56.88303903,57.16773762
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Zimbabwe,ZWE,70.16310803,69.63880335,69.11454478,68.58996496,68.06548108,67.54071095,67.01607639,66.49118469,65.96647418,65.45410818,64.95492911,64.46896436,63.99662473,63.53877337,63.09495688,62.66645761
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Canada,CAN,99.80519484,99.75033789,99.69595411,99.6414571,99.5868457,99.53213067,99.47721571,99.42171918,99.36619078,99.31064352,99.25507123,99.19947682,99.14388406,99.08828896,99.03268117,99.03286158
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Cambodia,KHM,23.33220447,26.14679527,28.98279548,31.85696911,34.84063238,37.84219611,40.8613316,43.89771493,46.9506025,50.02047495,53.10657357,56.20854526,59.32568468,62.45973544,65.60982804,68.76930002
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,United States,USA,99.8817868,99.88154042,99.88129549,99.8810546,99.88081511,99.86076619,99.84103269,99.82162867,99.80256859,99.78386084,99.7655241,99.74755356,99.72996764,99.71277377,99.69599445,99.67961928
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Mexico,MEX,81.27377788,82.07830717,82.87293106,83.65830449,84.43419231,85.20102819,85.95971004,86.70980432,87.45178303,88.18573213,88.91148404,89.62944687,90.33947554,91.04184497,91.73666093,92.42406261
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Indonesia,IDN,49.29277182,51.63089589,53.99525073,56.38531405,58.79885691,61.23020925,63.65928867,66.11190851,68.58672819,71.08355243,73.60086085,76.13784121,78.69303054,81.2661059,83.85609129,86.462642
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Thailand,THA,93.83781676,94.13753606,94.4425781,94.75302481,95.06909558,95.39077552,95.72517684,96.06462166,96.40752741,96.75388237,97.10370657,97.45533132,97.79090683,98.12521791,98.42052549,98.71311912
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,South Africa,ZAF,64.01580626,65.04813012,66.07165911,67.08632138,68.0912245,69.08668367,70.07234949,71.04814234,72.01358167,72.96880358,73.9135389,74.84761764,75.77086841,76.68318836,77.58447964,78.47461071
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Angola,AGO,34.72263851,35.99128127,37.25930604,38.52751059,39.79427161,41.06079267,42.32666372,43.59147171,44.85479322,46.11702927,47.37448057,48.62794482,49.87698012,51.12074396,51.39362406,51.66032915
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Zimbabwe,ZWE,44.25558931,43.63137284,43.00931651,42.3891721,41.77119879,41.1551677,40.54131187,39.92942468,39.3197202,38.71708617,38.1206465,37.52919272,36.94167282,36.35716003,35.77433736,35.19236284
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Cambodia,KHM,..,..,..,62.57489425,62.69676083,62.82032527,62.94558205,63.07254222,64.49106226,65.89103445,67.27171566,68.63269854,69.97338241,71.29451271,72.59513859,73.87465491
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Mexico,MEX,..,..,..,..,..,..,89.66001526,89.68317442,89.70633655,89.72949429,89.75249473,89.77550185,89.79834169,89.82111114,89.84379235,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Indonesia,IDN,..,69.85283043,70.04840506,70.24471508,70.44077974,70.63218206,73.35761843,76.05299916,78.71796572,81.35312153,83.95799441,86.53271571,89.07706113,91.59156142,94.0763809,94.10706813
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Thailand,THA,..,..,..,..,..,84.70167328,84.73123772,84.75746196,84.78372605,84.81005803,84.83642515,84.86289749,84.88929973,84.91559635,84.94168259,84.96759329
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,South Africa,ZAF,..,..,..,..,..,..,..,43.34615471,43.47679019,43.60692689,43.73631354,43.86494561,43.99257483,44.11920031,44.24482361,44.36969558
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Angola,AGO,..,..,..,..,..,..,..,25.94168867,26.09391769,26.24511041,26.39339879,26.5392,26.68230262,26.82229525,26.95980034,27.09419377
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Zimbabwe,ZWE,..,..,..,..,42.64874582,42.61307711,42.57760589,42.54212984,42.50685281,42.47745776,42.45413384,42.4366939,42.42512965,42.41964219,42.41984006,42.42611114
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Canada,CAN,6.46600008010864,6.09200000762939,5.65299987792969,5.65199995040894,7.00500011444092,7.24300003051758,7.00899982452393,6.81699991226196,6.59700012207031,6.38899993896484,6.29199981689453,6.24100017547607,5.85099983215332,5.48899984359741,5.25,9.38599967956543
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Cambodia,KHM,1.17999994754791,1.20000004768372,1.192999958992,0.819999992847443,0.560000002384186,0.790000021457672,0.479999989271164,0.499000012874603,0.523000001907349,0.689999997615814,0.456999987363815,0.855000019073486,0.171000003814697,0.17399999499321,0.178000003099442,0.379000008106232
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,United States,USA,5.09600019454956,4.625,4.49599981307983,5.41400003433228,8.05900001525879,8.60999965667725,8.46100044250488,7.88700008392334,7.06899976730347,6.06199979782104,5.17799997329712,4.78900003433228,4.31199979782104,3.84100008010864,3.61100006103516,8.34500026702881
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Mexico,MEX,3.90899991989136,3.89000010490417,4,4.02899980545044,5.35400009155273,5.17999982833862,5.13199996948242,4.88399982452393,4.9539999961853,4.84800004959106,4.44700002670288,3.91000008583069,3.60199999809265,3.42899990081787,3.51699995994568,4.09700012207031
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Indonesia,IDN,10.039999961853,9.2790002822876,9.9040002822876,8.10400009155273,6.70499992370605,6.38800001144409,5.56400012969971,4.78599977493286,4.27199983596802,3.88199996948242,4.4229998588562,3.86899995803833,3.59899997711182,4.18100023269653,3.34800004959106,3.77800011634827
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Thailand,THA,1.21000003814697,1.12199997901917,1.06599998474121,1.03999996185303,0.875,0.620000004768372,0.675999999046326,0.531000018119812,0.238999992609024,0.564000010490417,0.611000001430511,0.712000012397766,0.841000020503998,0.748000025749207,0.736000001430511,1.08899998664856
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,South Africa,ZAF,36.4389991760254,35.8440017700195,33.0880012512207,25.8190002441406,25.5769996643066,27.0200004577637,27.2360000610352,27.0939998626709,26.5480003356934,27.0429992675781,27.5480003356934,29.0130004882813,29.2830009460449,29.0709991455078,30.5139999389648,31.0359992980957
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Angola,AGO,3.0220000743866,2.9779999256134,2.92499995231628,2.87899994850159,2.84200000762939,10.9250001907349,7.72100019454956,7.71500015258789,7.74100017547607,7.75400018692017,7.7810001373291,7.80700016021729,7.80999994277954,7.8289999961853,7.83500003814697,8.77400016784668
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Zimbabwe,ZWE,4.74300003051758,4.95499992370605,5.1729998588562,5.42899990081787,5.56500005722046,5.75799989700317,5.98799991607666,5.69500017166138,5.45100021362305,5.16599988937378,5.17700004577637,5.19099998474121,5.19199991226196,5.20599985122681,5.2480001449585,5.79099988937378
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Canada,CAN,6.76000022888184,6.32000017166138,6.03999996185303,6.1399998664856,8.34000015258789,8.0600004196167,7.51000022888184,7.28999996185303,7.07000017166138,6.90999984741211,6.90999984741211,7,6.34000015258789,5.82999992370605,5.65999984741211,9.46000003814697
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Cambodia,KHM,1.13100004196167,1.20899999141693,1.25999999046326,0.819999992847443,0.579999983310699,0.769999980926514,0.579999983310699,0.509999990463257,0.439999997615814,0.689999997615814,0.389999985694885,0.720000028610229,0.140000000596046,0.14300000667572,0.146999999880791,0.331000000238419
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,United States,USA,5.07999992370605,4.61999988555908,4.61999988555908,5.78000020980835,9.25,9.63000011444092,8.94999980926514,8.06999969482422,7.36999988555908,6.17000007629395,5.28000020980835,4.86999988555908,4.3600001335144,3.90000009536743,3.67000007629395,8.05000019073486
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mexico,MEX,3.55999994277954,3.5699999332428,3.63000011444092,3.86999988555908,5.3600001335144,5.30000019073486,5.17000007629395,4.8899998664856,4.90999984741211,4.80999994277954,4.30999994277954,3.85999989509583,3.42000007629395,3.27999997138977,3.48000001907349,4.44999980926514
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Indonesia,IDN,7.94000005722046,7.55000019073486,8.0600004196167,7.21000003814697,6.1100001335144,5.6100001335144,5.15000009536743,4.46999979019165,4.34000015258789,4.05000019073486,4.51000022888184,4.30000019073486,3.88000011444092,4.40000009536743,3.61999988555908,4.28000020980835
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Thailand,THA,1.35000002384186,1.22000002861023,1.17999994754791,1.17999994754791,0.949000000953674,0.620000004768372,0.660000026226044,0.579999983310699,0.25,0.579999983310699,0.600000023841858,0.689999997615814,0.829999983310699,0.769999980926514,0.720000028610229,1.10000002384186
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,South Africa,ZAF,29.1200008392334,28.3400001525879,26.5400009155273,22.4099998474121,23.5200004577637,24.6800003051758,24.6399993896484,24.7299995422363,24.5599994659424,24.8899993896484,25.1499996185303,26.5400009155273,27.0400009155273,26.9099998474121,28.4699993133545,29.2199993133545
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Angola,AGO,3.88199996948242,3.85800004005432,3.82100009918213,3.79299998283386,3.77999997138977,9.43000030517578,7.3600001335144,7.34700012207031,7.36600017547607,7.37200021743774,7.39200019836426,7.41200017929077,7.40799999237061,7.4210000038147,7.4210000038147,8.33300018310547
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Zimbabwe,ZWE,4.53800010681152,4.68100023269653,4.8289999961853,5.01399993896484,5.08300018310547,5.20900011062622,5.36999988555908,5.15299987792969,4.98199987411499,4.76999998092651,4.77799987792969,4.78800010681152,4.78499984741211,4.7960000038147,4.83300018310547,5.35099983215332
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Canada,CAN,7.01700019836426,6.52199983596802,6.38399982452393,6.57200002670288,9.53299999237061,8.79399967193604,7.95900011062622,7.71600008010864,7.49700021743774,7.37799978256226,7.46199989318848,7.68100023269653,6.7810001373291,6.13899993896484,6.03000020980835,9.52600002288818
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Cambodia,KHM,1.08399999141693,1.21700000762939,1.32299995422363,0.819999992847443,0.600000023841858,0.75,0.680000007152557,0.519999980926514,0.361999988555908,0.689999997615814,0.328000009059906,0.592999994754791,0.109999999403954,0.112999998033047,0.116999998688698,0.28600001335144
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,United States,USA,5.06599998474121,4.61499977111816,4.72499990463257,6.09299993515015,10.2760000228882,10.5080003738403,9.37100028991699,8.22700023651123,7.62799978256226,6.26200008392334,5.36700010299683,4.93900012969971,4.40199995040894,3.95099997520447,3.72099995613098,7.7960000038147
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Mexico,MEX,3.36800003051758,3.38899993896484,3.41899991035461,3.77900004386902,5.36399984359741,5.36999988555908,5.19199991226196,4.89400005340576,4.88399982452393,4.78800010681152,4.22800016403198,3.82999992370605,3.31200003623962,3.18899989128113,3.45700001716614,4.66699981689453
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Indonesia,IDN,6.76599979400635,6.58199977874756,6.94600009918213,6.66300010681152,5.74399995803833,5.12799978256226,4.89499998092651,4.27500009536743,4.38199996948242,4.15299987792969,4.56300020217896,4.56899976730347,4.05900001525879,4.54099988937378,3.79800009727478,4.60699987411499
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Thailand,THA,1.47000002861023,1.30299997329712,1.27699995040894,1.29999995231628,1.01199996471405,0.620000004768372,0.646000027656555,0.621999979019165,0.25900000333786,0.593999981880188,0.591000020503998,0.671999990940094,0.820999979972839,0.787999987602234,0.705999970436096,1.10899996757507
